0,1,2
-0.6780647048173086,-0.3821364166897702,114709
-0.34841147111590187,0.03164523787029836,113497
0.67214806723225,-0.3875322149987495,114885
-0.34822743552823093,-0.6929564923673299,113277
0.6086811950255293,-0.1911472261151981,114576
0.10462129676077045,0.7691135951561111,113189
-0.6375517885288369,-0.44280663913134355,112346
0.3344665507653278,0.5012357091329881,113987
0.48761141360380644,0.14549055761727323,112760
0.771213039024819,-0.048438122960715715,112641
0.1622637069988864,-0.7594296305515152,114388
-0.06312691064738232,0.5285638833793975,113101
-0.2131722056426621,0.5272580508202037,112281
0.2580093991657613,-0.4279964867670493,113845
0.3509850007871285,-0.6461072280828241,113161
0.5251866868171842,-0.5716600427777021,112401
0.6221505602115989,-0.4704742624851025,113627
0.26082306379481085,-0.7258802934057338,114011
-0.4692215545925655,0.41066610871871445,112682
0.05183656343384187,-0.7266416633360496,114746
-0.28038150772683335,-0.24001984236734572,112431
0.11772658253713403,0.37151566384501783,112818
0.6101541859547793,0.011870943639298064,113855
-0.1595304998635567,-0.7235833708786861,114681
0.5140898784987986,0.43454044851019347,113347
-0.26828193920736015,0.04103105240239387,114369
0.18132305671157084,-0.6582331516129435,114148
-0.7274227731204587,-0.2808012580159287,114814
0.13667777054379532,-0.0951813888880116,113819
0.2797980359195054,0.544039383643122,113118
-0.06381868999620402,-0.6719347913159439,116367
0.6397806261545462,0.1386425283252823,113010
0.3483314246168774,0.43029869281837857,115676
0.7633884716192167,-0.15048756472131444,114367
0.5740201618929718,-0.23934728036735003,114660
-0.2590548637490837,-0.5994055240656753,118158
-0.2341249107952623,0.7429518871199405,113972
-0.39505299357450857,-0.4805876665785111,117002
0.16672060710363512,-0.5230378164032569,114825
-0.06987206806513507,0.600898170019914,115759
-0.71987333677128,-0.09071800443021927,115734
0.1299106967940584,0.22290351460057814,116483
0.732226192705092,0.26649248371884865,112579
0.23598643794749474,0.7394921721333354,112573
-0.19504218234168474,-0.2481093614623803,75314
-0.6568678898881907,-0.41527998015187184,113326
-0.48239266977788825,-0.5589981876523885,114536
0.41616000880889603,0.1713237702444203,103859
0.17554677970536917,0.6310178194573305,116324
-0.5259714557063743,-0.34415581797304134,113451
0.3953785855999278,-0.24329339767832472,115685
-0.7606316365776212,-0.16835199897198264,112442
0.7052401902006702,-0.052304459921410223,112427
-0.2706558016060468,0.7294629360425988,112384
0.2359061882382218,-0.2838474086737582,114287
-0.20550608851269614,0.40230989781861726,112462
