mdsX,mdsY,id
9.306924190086757,-4.745380789244628,114709
7.182470814281189,-1.452308390159532,113497
1.9126592255374701,1.9890154632630679,114885
-1.1861061425199628,-10.045221325580888,113277
2.063281565754295,8.45685927691754,114576
-1.1168817217986575,-2.7555488408448534,113189
3.498241091346878,-0.31602957569669776,112346
-3.4191351728584585,-8.965477416217839,113987
-1.8781278011997036,5.460263609320001,112760
6.7314018917904015,-8.82415185695389,112641
8.641469335267947,-3.4989777363937002,114388
7.936430457913984,3.120453934281014,113101
-8.039916558280659,-2.5672341222851083,112281
-3.6057390167005403,4.962906755979863,113845
-0.937108541558644,-1.0346825040768757,113161
-5.051943981391534,0.2917038049491752,112401
9.126361290316304,-1.899154428627057,113627
-5.882358409600564,-5.995684801181804,114011
5.675427914272394,-7.356244623182519,112682
-1.6335322501723515,-8.967371040366666,114746
-8.35511134259253,-1.7752753111847133,112431
0.12128162977949788,-9.350416687769815,112818
-2.271556931875491,6.875487909824215,113855
0.7017044049672142,-3.1404804864036904,114681
-6.253253670176533,-5.3603227924229335,113347
-0.32584308340281104,-11.606158084368355,114369
5.441971422099387,-1.892875282270578,114148
-0.46959267629672774,-11.584294453400675,114814
3.969210355793161,-1.6378724434691474,113819
-3.400410822330936,-8.301335146498726,113118
-1.48604320417749,-5.303756494907378,116367
-7.9731568851780885,10.351534186231172,113010
-2.3827741793590516,12.902453384646936,115676
-3.896911622403844,0.5670222346867216,114367
8.09427109596264,0.7202099471178395,114660
0.5228500298246551,0.04134921669473089,118158
-4.985595496475047,-0.4329626051151697,113972
-5.9379690823773466,1.7037065704356156,117002
-2.0196766713914074,11.164443165437646,114825
-3.889986971335819,3.660089588124652,115759
6.29212870822436,-0.6203326889092444,115734
-6.530056067188897,-5.140542112302363,116483
2.0243201326824756,-8.758202358355685,112579
4.082787923873465,-8.56487638805137,112573
1.134777730741525,-11.169474253232453,75314
4.211625346139051,1.3674027605048154,113326
-4.363246076044346,8.332698656046187,114536
-8.693219968781685,3.0996947436773357,103859
-7.399007755673641,-3.9331332914695896,116324
-8.814387125945931,3.4822956276996284,113451
7.988966540642986,0.6352901277597902,115685
-0.02229799640368073,-1.6309154707426394,112442
-8.245514563300976,-1.895646952435953,112427
4.585330385760232,-6.314369570845975,112384
0.6011709071037366,-1.9555322367787564,114287
-1.326831797111598,8.026830687912156,112462
4.47160365752022,-2.0481911338403958,112541
5.0581149219942345,6.73058312057502,109370
4.167756793566602,5.445146681355071,112642
8.003116898492921,-0.5525065126911775,112688
-3.7177905232836634,8.175892936300116,112715
-0.3721338092552457,-5.940697229025718,112740
5.75304991377236,-2.047542287486354,112851
-5.542368209276471,-2.7215006962519164,112857
-2.672147729974511,-5.790477060836761,112864
-1.3053398401918788,2.588977121237522,113071
-2.3508638672763027,0.4863316026332172,113243
-5.349917998678855,4.171215015581872,113481
-4.0011089316588055,6.206743266289454,113492
8.880948594468197,0.8585540703747937,113540
9.088766923606869,-2.877270833887848,113677
8.324286301605317,0.044027557438934016,113749
0.5562863324220113,9.624256416616273,113820
-3.956335213429991,-2.4224253294342786,110604
-5.53692077031393,3.117997281072385,113957
-8.787978938075192,-0.2612682132577166,114095
-5.981013742654401,-3.7261489633744613,114194
-8.644507036897124,2.522978561927409,114345
-3.3891709129661067,9.652061778895227,114436
5.297676297931185,-4.407297896658888,114478
-5.40777304968476,5.2949729476013285,114508
-0.1496984304936979,-4.2902021667377515,114558
-9.780029926820696,5.148278572728192,114666
-8.732685585869678,1.5871697429981328,114781
7.4316566972943665,2.4888396726307174,114887
-1.437120247945007,4.674354304569076,114898
-5.4813867060072985,-6.817418186838156,111579
4.227929384875837,-9.725037086071538,112471
6.570763051800694,5.081682595019566,112508
2.32206195340491,0.6677007078883859,112571
0.11514889108899834,-9.782392631479295,109445
2.3036379861370895,0.7303484950812845,112883
-4.039247625153758,0.5173482037419076,109635
5.317052102755136,1.6423703345852967,109686
5.504317590547935,-4.934636267802404,109707
-9.105628370357088,3.7183516067493847,113303
4.135793924497743,-9.830785146120558,110057
8.752650366137082,-0.6342568073195584,110005
-8.078874789842326,-1.7141590810002225,110066
2.4282820731456805,-6.98665249893737,110148
-4.31208117313752,7.914780744532592,113463
-1.3475068769099803,10.582609313519532,110216
7.164038618131964,-9.121803621825132,76759
2.375437818271493,-2.6772494830100872,103994
3.409546750609549,-6.82198397678083,110322
7.225934964347753,3.400123119253829,113691
-1.5550655275899925,1.485210094169972,109836
-8.976283723164167,1.2736252743913374,113808
-7.498113660964915,-2.2421941507342416,110638
-2.58007011936278,-5.658834688419745,110632
-1.3727419109909094,-1.5589354634395955,114069
